age,gender,vehicle_age,vehicle_type,annual_mileage,driving_violations,claim_amount,previous_claims,credit_score,region,is_fraud
53,F,8,sports,22314,0,1245,0,850,suburban,0
35,F,3,sports,11098,0,1290,0,567,urban,1
53,M,7,suv,11330,0,3081,1,652,urban,0
33,M,4,suv,28109,2,1295,1,636,rural,1
18,F,3,truck,11672,0,809,2,612,suburban,1
20,F,3,luxury,11952,0,2048,0,509,urban,0
45,M,2,luxury,15814,1,18098,0,577,rural,0
48,M,9,luxury,12933,1,2095,0,603,suburban,1
31,F,10,luxury,14985,0,3211,1,801,urban,0
54,F,7,truck,10576,1,2564,0,635,urban,0
20,M,7,sedan,11533,0,3884,0,564,rural,0
44,F,4,suv,12948,0,4514,0,641,suburban,0
26,F,4,suv,9270,1,3444,1,580,suburban,0
35,F,5,sports,20793,1,9957,0,722,urban,0
45,F,3,luxury,11823,1,6389,1,715,suburban,0
32,M,7,suv,15478,1,3130,1,737,suburban,1
39,M,4,sports,17433,0,3398,1,636,rural,1
60,F,4,truck,14591,0,77461,1,567,urban,0
36,F,4,sports,6150,1,5683,0,645,urban,1
57,F,8,luxury,17206,0,12766,1,611,suburban,0
28,F,5,sports,13752,1,32589,0,850,urban,0
52,M,3,luxury,13226,0,950,0,721,rural,0
66,F,11,truck,7421,0,3054,0,576,rural,0
18,F,7,truck,15057,1,1360,0,731,suburban,1
33,M,5,truck,6501,0,597,1,678,suburban,0
53,M,6,sports,5111,0,792,1,540,urban,0
41,F,2,luxury,12406,0,1715,0,610,urban,0
50,M,1,suv,13866,1,7364,1,687,urban,0
35,M,3,luxury,8457,0,3496,2,634,suburban,1
46,F,5,sports,9681,1,5372,0,749,urban,0
42,F,7,truck,17672,0,4280,3,718,suburban,1
62,M,3,sedan,18001,0,12192,0,788,urban,0
48,F,4,suv,14395,0,787,5,715,rural,1
50,M,2,luxury,16778,1,9333,0,456,suburban,1
38,M,5,luxury,16656,0,1880,1,722,urban,0
37,M,2,sedan,6526,1,6220,0,808,suburban,0
38,F,5,truck,12870,1,5983,0,722,suburban,0
50,F,7,sedan,11348,0,4366,0,753,rural,0
38,M,3,truck,13508,2,2156,4,725,urban,0
49,M,6,luxury,2241,0,500,0,735,urban,1
76,F,3,truck,12842,0,2518,1,766,urban,0
58,M,10,suv,15608,0,2336,0,439,rural,0
40,M,5,sports,8771,0,1079,1,749,rural,0
63,F,3,sports,13320,1,1834,1,724,suburban,0
38,F,7,truck,18633,1,576,0,483,urban,0
18,F,3,luxury,4627,0,2687,1,796,rural,0
29,F,5,luxury,10329,0,2381,0,732,rural,0
18,M,4,truck,11924,0,3693,0,650,urban,0
39,F,7,sedan,3912,0,1840,1,721,urban,0
45,F,4,sedan,14108,1,9343,1,682,suburban,0
70,M,4,sedan,7734,3,12567,0,682,rural,1
49,M,3,luxury,3301,0,1385,2,649,rural,0
41,M,6,truck,12377,1,2366,1,541,urban,0
57,F,10,truck,25459,0,4018,1,533,suburban,0
18,M,3,luxury,6742,0,2177,0,683,suburban,0
48,F,5,truck,15649,0,1166,0,800,suburban,0
56,M,4,suv,10183,1,12377,0,773,rural,0
22,F,5,sedan,18626,0,16130,0,621,suburban,0
62,M,2,truck,11920,0,1221,0,697,suburban,1
50,F,3,luxury,3858,1,2430,0,731,suburban,0
38,F,4,truck,20334,2,28319,0,788,urban,0
54,M,6,luxury,12918,0,1358,1,746,rural,0
79,M,7,truck,8953,0,5852,1,819,suburban,0
47,F,4,sports,16958,0,2029,0,622,rural,1
48,M,7,suv,13405,0,2502,2,642,suburban,0
38,F,4,sports,12831,1,13517,1,755,suburban,0
32,F,5,truck,2115,1,4578,0,628,suburban,0
57,F,6,luxury,5032,0,500,0,672,urban,0
32,M,9,truck,13610,0,4580,0,571,suburban,0
46,F,3,luxury,9374,1,3921,0,850,urban,0
37,F,9,sedan,18169,0,755,0,569,urban,0
52,F,6,sedan,4432,0,3396,1,523,suburban,0
50,F,2,truck,9444,1,978,0,642,suburban,0
60,M,9,sedan,12198,0,1497,0,713,urban,0
37,M,4,truck,12372,1,5191,0,592,suburban,1
40,F,5,sedan,16351,1,16687,1,641,urban,0
30,M,5,suv,17706,1,4705,1,782,rural,0
38,M,4,sports,11468,1,641,2,660,suburban,0
50,F,3,sedan,9858,2,18226,1,664,urban,0
56,M,5,suv,8957,0,5637,0,708,suburban,1
31,M,4,sports,17550,0,2289,2,843,suburban,0
58,M,3,luxury,15990,0,3323,4,512,rural,0
65,M,5,sports,7066,0,3316,1,728,rural,0
51,M,6,sports,11532,0,932,0,763,urban,0
73,M,9,suv,12150,1,500,1,792,urban,0
33,F,3,truck,11848,0,860,1,695,rural,0
26,M,5,suv,16558,0,8821,1,579,urban,0
18,F,7,sports,10422,0,12106,0,560,urban,0
67,F,5,sports,17158,0,1188,1,709,suburban,0
54,F,2,suv,7461,0,955,1,714,urban,1
44,M,5,sedan,10503,0,945,2,579,rural,0
49,M,7,sports,10025,1,500,0,608,urban,0
28,F,8,sports,11027,0,38907,1,604,suburban,0
81,F,2,luxury,17055,0,542,2,554,rural,0
46,F,3,truck,16946,1,1567,0,654,rural,0
46,M,6,suv,17683,1,4651,0,633,rural,0
55,M,3,sports,6759,1,2416,0,671,suburban,0
52,M,6,sedan,7929,0,4684,0,657,urban,0
48,F,10,sedan,6495,0,9085,1,640,urban,0
33,M,2,luxury,15074,0,3512,2,456,rural,1
52,M,6,sedan,15947,1,10656,0,801,urban,0
73,F,5,suv,10125,1,2733,2,477,suburban,0
65,M,3,sedan,13325,0,1205,0,606,suburban,0
68,F,4,luxury,9984,0,7285,1,583,rural,0
37,M,5,luxury,8237,0,8581,1,837,suburban,1
30,F,5,sedan,12257,0,6751,0,529,urban,0
43,M,9,sports,7207,3,2010,0,771,suburban,1
45,F,6,sedan,1409,1,954,1,651,rural,0
61,M,4,luxury,14151,0,5733,1,448,suburban,0
19,F,3,sports,7632,0,8688,0,528,urban,0
67,F,4,luxury,11069,0,4709,0,583,suburban,0
42,M,2,sports,6226,0,1778,1,708,suburban,0
38,M,5,sedan,16391,2,1548,1,619,urban,0
29,F,4,truck,15526,1,1367,2,795,rural,1
20,M,2,suv,15607,0,16875,1,808,urban,0
57,F,5,sports,5151,0,1312,0,629,urban,1
46,F,11,luxury,22234,0,2098,0,578,suburban,0
25,M,4,luxury,13344,0,2870,0,745,rural,0
25,M,6,truck,14112,1,1541,0,429,suburban,1
39,M,2,luxury,4666,0,2056,2,783,rural,0
70,F,4,luxury,12560,1,500,1,623,rural,0
41,F,9,luxury,11930,0,886,0,850,suburban,0
22,M,2,sports,4762,0,7276,2,690,suburban,0
41,F,5,sports,8695,0,2984,2,617,urban,1
40,F,4,suv,19788,1,2930,0,602,rural,0
18,M,5,truck,8445,1,2361,2,666,urban,1
44,F,3,sedan,11199,0,3602,0,745,suburban,0
41,F,4,truck,9056,3,2652,2,532,urban,1
55,F,5,suv,14499,1,5127,1,739,rural,0
72,M,7,sports,16336,1,14574,0,579,urban,1
61,M,6,sports,16277,0,4334,2,709,urban,0
40,F,5,truck,12333,0,6813,1,802,suburban,0
28,M,7,sedan,17665,0,5865,0,717,suburban,0
83,F,5,sports,7791,0,9507,1,571,rural,1
45,M,9,sports,10983,1,13597,1,821,suburban,0
45,F,5,truck,10534,0,1542,0,729,rural,1
44,F,5,truck,17915,2,3734,2,509,suburban,0
47,F,8,sedan,1933,0,972,2,731,urban,0
42,F,4,sedan,4537,0,3450,1,606,urban,0
36,M,2,truck,4369,0,2592,0,692,rural,1
36,F,5,sedan,11386,0,5272,1,540,urban,0
44,F,3,suv,10483,1,6348,2,454,suburban,0
36,M,2,truck,3311,1,1349,1,645,suburban,1
34,M,5,luxury,15757,0,4600,2,724,rural,0
46,F,8,sedan,16164,1,2081,0,742,rural,1
41,F,3,truck,12669,0,1736,1,690,suburban,0
67,M,4,luxury,5284,0,6120,0,754,urban,0
18,F,11,suv,25172,1,2490,1,687,urban,0
61,F,4,suv,16149,0,2794,1,513,suburban,0
63,F,7,sports,17690,1,1278,2,665,urban,0
18,F,1,luxury,7165,0,1798,2,639,rural,0
39,F,3,luxury,7296,0,3491,2,559,rural,0
39,F,2,luxury,5963,0,5222,1,849,urban,0
23,F,6,suv,9822,1,500,0,689,suburban,1
33,F,3,sports,10022,0,500,0,563,urban,1
28,F,5,suv,10704,0,793,0,531,suburban,1
71,M,8,truck,16658,0,5955,0,630,urban,0
59,M,8,luxury,16016,1,3880,1,610,suburban,1
64,M,2,luxury,15969,0,25789,1,817,suburban,0
55,F,6,sports,18218,2,7267,0,638,urban,0
28,F,7,sports,13351,0,13994,1,833,suburban,0
37,F,3,luxury,21725,1,3848,1,707,suburban,1
52,M,4,suv,12552,0,566,2,738,rural,0
26,M,8,sports,14289,2,2719,0,679,urban,1
55,F,6,luxury,7407,1,4212,1,583,suburban,1
41,M,5,truck,8046,2,7612,0,591,urban,0
39,M,2,sports,13512,0,1092,1,608,suburban,0
55,F,6,sedan,11661,1,2014,3,546,urban,0
51,F,5,truck,19438,0,11790,1,763,urban,0
39,M,8,luxury,6932,0,675,0,850,suburban,0
62,F,3,sports,5643,0,5776,1,833,rural,0
28,M,5,sports,13492,0,2910,0,594,urban,0
54,M,4,suv,9370,0,19963,1,757,rural,0
53,M,7,luxury,11802,0,3817,1,603,suburban,0
40,F,9,sedan,14006,0,2259,1,561,rural,1
49,M,6,luxury,13934,1,2246,0,574,suburban,0
26,M,13,sports,9442,0,6190,1,541,urban,0
58,F,3,sports,9555,1,10807,1,622,suburban,0
42,F,7,sedan,16973,0,1621,0,746,urban,0
37,M,5,truck,12198,0,3231,0,675,suburban,0
60,F,6,luxury,14548,2,9483,2,392,rural,0
34,F,11,luxury,11625,1,3470,1,570,urban,0
23,M,7,luxury,10871,0,2591,0,575,urban,0
21,F,4,suv,8494,1,9328,0,790,rural,0
54,M,8,sedan,15094,0,12000,0,527,rural,0
25,F,6,truck,13505,1,1366,5,631,rural,0
71,F,4,luxury,7128,0,4071,0,726,rural,0
18,M,4,truck,16323,0,5760,1,561,urban,1
70,M,7,truck,4347,0,1318,0,633,urban,0
48,F,8,truck,17366,0,6095,0,773,urban,0
43,F,3,sports,8348,1,1614,2,765,suburban,1
36,F,8,luxury,13216,0,7601,1,730,suburban,0
50,M,6,luxury,11803,0,7151,0,683,rural,0
44,F,8,luxury,6944,0,14178,0,611,rural,1
61,M,3,sedan,10208,0,500,0,477,urban,0
46,F,3,suv,18847,0,15487,0,823,suburban,0
47,F,7,suv,16046,1,2073,2,700,rural,0
39,F,6,suv,18220,0,2633,1,750,urban,0
44,F,6,suv,8067,1,1061,0,535,rural,0
49,F,4,sports,8467,0,1574,1,505,suburban,0
19,M,3,sedan,10610,2,5802,0,731,suburban,0
24,M,7,sedan,11761,0,521,0,540,rural,0
56,M,7,sports,7759,0,1762,1,599,rural,0
47,F,7,luxury,12116,0,1592,0,726,rural,0
42,M,5,sports,13761,1,2770,0,603,suburban,0
45,M,4,suv,17605,0,500,2,589,suburban,0
50,F,4,sedan,12497,1,1542,0,706,rural,0
36,F,7,sports,13970,1,1530,0,555,urban,0
33,M,5,suv,8027,0,1882,0,710,rural,0
47,M,4,suv,4044,2,2686,2,593,suburban,0
30,M,3,truck,17762,2,1444,2,644,urban,0
51,M,3,luxury,12512,1,13389,3,677,suburban,1
19,M,3,luxury,16753,0,7411,0,482,rural,0
60,M,6,luxury,10048,0,2925,2,749,urban,0
52,M,5,sedan,6229,1,5102,1,539,urban,0
48,F,5,sedan,4995,0,21020,0,717,urban,0
59,M,4,sedan,7650,0,12554,1,610,suburban,0
69,F,8,sedan,7238,0,1774,0,595,rural,0
60,F,7,suv,14554,0,13633,0,667,suburban,0
18,F,4,luxury,11466,1,2978,0,630,suburban,1
25,M,3,sedan,16764,1,4224,1,550,urban,0
35,M,4,luxury,10625,1,4316,2,601,suburban,0
45,F,7,suv,18858,0,1708,0,561,rural,0
52,M,9,sedan,15160,0,26071,0,511,rural,0
34,M,8,truck,11735,0,3951,1,626,urban,0
47,F,3,sports,8655,0,26274,1,428,urban,0
33,M,5,sedan,19665,0,3653,1,707,rural,0
35,F,6,sedan,9904,0,500,1,660,urban,0
23,F,7,truck,15328,2,1155,0,533,rural,0
31,F,6,suv,16123,0,1703,1,619,suburban,0
24,F,5,sports,18521,1,1058,1,811,suburban,1
30,M,8,suv,7489,0,2966,2,593,suburban,1
60,F,7,truck,24205,1,1704,0,736,rural,0
30,M,4,sedan,21148,1,1121,1,617,urban,0
84,M,6,sports,14735,2,2498,0,522,suburban,0
52,M,9,suv,5061,1,7683,0,535,rural,0
47,M,6,sedan,16142,1,3462,1,653,suburban,1
32,F,5,luxury,16257,0,1573,2,745,suburban,0
55,F,4,truck,5481,0,3028,0,681,suburban,0
36,F,3,suv,11197,0,6724,1,783,suburban,0
46,F,0,luxury,17919,0,2524,0,631,rural,0
83,F,6,suv,1121,0,500,0,726,suburban,0
43,M,3,suv,13866,0,969,3,585,rural,0
62,F,4,luxury,13462,0,1424,0,652,suburban,0
34,M,4,truck,6443,0,1918,0,566,suburban,0
44,M,8,truck,14818,1,4001,1,494,rural,0
71,F,3,luxury,12221,0,5764,1,688,rural,0
35,M,4,truck,11944,0,500,0,605,urban,0
72,M,2,sports,13885,0,546,3,558,suburban,0
55,F,5,sports,11478,0,16346,3,555,suburban,0
36,F,7,sedan,11109,1,3356,0,381,urban,1
54,F,9,luxury,10000,0,4184,2,442,rural,0
59,M,8,sports,12946,2,3297,1,519,suburban,0
54,F,10,suv,8248,0,12607,3,746,urban,0
21,F,6,truck,22425,0,1588,4,661,urban,0
34,M,14,sports,7265,1,532,2,689,suburban,1
41,F,3,sports,14674,1,515,1,651,suburban,0
43,M,6,luxury,6879,1,1737,3,527,urban,0
54,M,8,suv,28684,0,1873,0,557,urban,0
47,F,4,sports,8349,0,996,0,502,rural,0
24,M,6,suv,21228,0,2426,1,740,urban,0
50,M,8,truck,9105,0,1259,2,524,rural,0
54,F,9,truck,16126,0,2834,1,649,rural,0
53,F,6,truck,12085,0,1666,0,751,suburban,0
61,F,9,sedan,13710,0,19986,0,518,suburban,0
57,M,1,luxury,14065,1,2120,0,543,urban,1
51,M,6,truck,15663,2,4776,0,446,suburban,1
43,F,6,sedan,15007,0,1283,1,623,rural,0
20,F,7,sedan,11323,1,2783,1,578,urban,0
51,F,4,luxury,12539,1,500,1,649,suburban,1
48,M,13,truck,12632,0,17115,1,680,suburban,0
49,F,3,luxury,12102,0,500,1,563,urban,1
25,M,5,luxury,11344,0,2121,0,644,suburban,0
28,F,4,sports,14438,0,3153,2,687,urban,1
60,M,4,luxury,10359,3,500,0,554,rural,1
44,M,8,sedan,16936,0,2699,1,707,urban,0
55,F,3,truck,18690,0,4725,3,702,suburban,0
45,M,2,luxury,10586,0,6855,0,697,urban,1
45,M,4,sedan,14798,2,7359,1,631,suburban,0
59,F,5,truck,10379,2,3467,0,659,rural,0
37,F,5,suv,8734,0,1310,0,634,rural,0
46,M,6,sedan,9118,0,30967,0,638,urban,1
38,M,7,suv,8313,0,1885,0,618,urban,0
38,M,6,suv,4435,0,14331,1,589,suburban,0
40,F,4,sports,23231,1,3637,0,633,urban,1
48,M,10,suv,11737,1,3245,1,787,urban,0
37,M,7,sedan,13546,0,8029,1,630,urban,0
63,F,5,luxury,9223,1,4868,3,707,suburban,1
31,F,2,truck,10416,0,2046,1,737,urban,0
42,F,5,sports,5833,1,500,2,714,urban,0
38,F,4,truck,16019,0,9898,2,800,rural,0
66,F,3,sedan,9539,1,1716,1,689,rural,0
47,M,2,luxury,21574,1,2507,0,729,urban,0
60,M,2,suv,9677,0,1265,1,783,rural,1
22,M,6,suv,14106,2,766,2,592,urban,0
49,F,12,sedan,6867,3,2534,1,620,suburban,0
58,F,7,sedan,12143,0,1334,1,706,urban,0
46,F,1,truck,3198,0,5036,2,531,suburban,0
60,M,8,truck,6467,0,2619,1,737,suburban,0
37,F,4,truck,18636,0,24320,0,509,urban,0
66,F,3,suv,19431,1,2103,0,614,suburban,0
79,F,10,sedan,12683,0,4491,3,638,urban,0
39,M,2,sports,12350,0,31300,0,491,urban,0
38,F,7,suv,16583,1,1783,0,614,rural,0
66,F,3,sports,13422,0,500,0,513,urban,0
68,M,5,truck,8312,0,2376,2,525,rural,0
37,F,5,truck,15941,0,2807,0,775,suburban,0
38,F,9,sedan,15123,1,5779,1,611,rural,0
40,F,2,luxury,19132,0,14978,2,749,rural,0
24,M,7,luxury,17795,0,2381,0,667,rural,0
31,F,5,truck,2983,0,3789,4,686,rural,0
29,F,6,luxury,7410,0,500,2,608,urban,0
33,M,4,luxury,25835,1,5516,0,498,urban,0
44,M,5,truck,10196,0,3913,1,813,rural,0
48,F,6,sedan,11920,0,918,1,714,rural,0
68,M,10,suv,11695,0,74967,0,613,rural,0
30,F,7,luxury,10420,0,3923,1,569,urban,0
59,M,2,sports,22174,1,2495,0,447,suburban,0
41,F,7,luxury,12879,0,1560,0,584,rural,0
44,F,5,suv,7178,1,10178,1,756,urban,0
55,F,9,suv,10602,1,2521,2,709,rural,0
28,M,4,suv,17115,1,4671,2,626,rural,0
50,M,7,suv,8180,1,2104,1,512,rural,0
47,F,3,sports,15511,0,2872,0,687,suburban,0
52,F,7,sedan,9167,0,2868,0,654,rural,1
49,F,6,suv,11302,0,2696,0,621,urban,0
81,F,3,suv,18934,1,3743,0,652,urban,1
35,M,5,sports,16182,1,1378,3,590,urban,1
37,M,4,luxury,15194,1,12467,0,576,suburban,0
35,F,7,luxury,7350,1,3447,1,755,rural,0
36,M,6,sports,17619,0,8460,1,703,urban,0
35,M,3,luxury,7399,1,5165,0,571,urban,0
62,M,3,truck,11317,0,749,0,416,suburban,0
66,F,2,sedan,13269,0,20294,1,713,rural,0
36,F,6,luxury,19044,0,4050,0,690,suburban,0
32,M,5,sports,13975,1,1035,1,680,rural,0
52,M,6,truck,13796,1,14310,0,713,suburban,0
36,F,5,sedan,8677,0,558,0,610,rural,0
54,F,6,suv,18066,0,15107,1,543,rural,0
48,F,3,luxury,12860,0,2567,2,443,suburban,0
22,M,5,sedan,3591,0,6976,2,451,urban,0
68,M,8,sedan,24616,0,4907,2,682,rural,0
71,M,6,suv,8116,1,787,0,680,urban,0
35,F,4,sedan,5138,0,1473,0,785,suburban,1
39,F,4,luxury,10054,0,3298,1,681,urban,0
49,F,2,truck,18396,0,3424,0,543,urban,0
50,F,6,luxury,23949,1,4065,0,686,urban,0
54,F,10,sports,13218,2,8340,2,732,suburban,0
75,M,5,sedan,15680,1,627,0,644,rural,0
42,M,3,suv,10007,0,9882,0,715,rural,0
33,M,7,sports,19369,0,1654,0,759,rural,0
24,F,6,sedan,9266,0,2786,0,811,rural,0
34,M,5,sedan,16631,0,12612,1,669,suburban,0
44,F,6,truck,23880,0,1697,0,522,rural,0
71,M,1,suv,17645,0,11658,0,741,suburban,0
37,M,5,luxury,13865,2,930,0,661,urban,0
48,F,4,sedan,9285,1,9150,0,775,urban,1
44,M,9,sports,10627,2,3325,0,685,urban,0
62,M,9,suv,3526,0,2628,2,644,rural,0
82,M,6,luxury,14120,1,2913,0,663,urban,0
37,M,9,sports,13695,0,1772,1,658,rural,0
37,M,7,suv,6172,1,582,1,613,urban,0
60,M,2,truck,13806,1,21862,0,666,urban,0
55,M,3,sports,11304,0,5595,0,628,urban,1
72,F,4,suv,5950,1,1203,0,467,urban,1
53,M,5,luxury,9244,0,8268,0,588,urban,0
39,F,8,sedan,6495,1,1267,1,628,suburban,0
53,M,4,suv,10981,0,1829,1,709,rural,0
61,F,4,sports,12760,1,2662,2,633,urban,1
57,F,4,luxury,7799,0,20054,0,684,urban,0
52,M,3,sedan,4024,0,1257,1,451,rural,1
61,F,2,luxury,15727,1,3227,1,645,rural,0
62,F,5,sedan,7125,0,2717,1,664,suburban,0
65,M,9,truck,15315,1,6786,0,612,rural,0
54,F,6,truck,11768,1,3673,1,475,urban,1
42,M,3,luxury,14885,0,500,0,671,suburban,0
47,F,4,sedan,10914,0,1369,0,728,urban,0
63,F,3,sedan,18715,0,4605,0,755,rural,0
32,F,4,suv,23834,0,7464,0,584,rural,0
50,F,3,suv,14461,0,6596,0,640,suburban,0
39,M,5,truck,2408,1,2253,1,850,urban,0
45,M,6,truck,16854,0,4348,0,663,urban,0
64,M,8,sedan,8957,1,2383,0,651,suburban,0
47,M,2,sedan,1000,2,2037,2,778,urban,0
45,M,6,sports,10750,0,11027,2,684,rural,0
24,F,4,suv,18409,0,6931,1,587,suburban,0
56,M,5,sedan,17021,0,2178,0,625,rural,0
54,F,5,sedan,10202,0,14449,1,562,suburban,1
77,M,7,truck,21179,1,2731,1,737,suburban,0
40,M,7,luxury,7967,2,1019,0,545,rural,0
48,M,6,truck,21857,0,4826,0,717,suburban,0
48,M,5,sedan,9418,0,3784,0,528,suburban,0
68,F,2,suv,10099,0,6674,1,604,urban,0
43,M,0,luxury,2556,1,970,3,573,suburban,0
49,F,4,sports,10178,1,730,1,591,urban,0
54,F,4,truck,14252,0,4845,1,810,urban,0
47,M,2,sports,11023,0,697,2,588,suburban,0
38,F,5,suv,4034,0,1808,0,573,rural,0
47,F,8,luxury,13183,0,968,0,655,suburban,0
61,M,5,suv,12122,0,1511,1,572,suburban,0
29,F,7,luxury,12384,1,4495,1,850,suburban,0
46,M,7,sports,15775,0,8226,0,651,suburban,0
34,M,6,sports,12061,1,500,0,710,urban,0
62,F,6,suv,12864,2,4820,0,626,suburban,0
22,F,5,luxury,19496,0,916,0,783,suburban,0
36,F,5,sports,8784,1,543,0,671,suburban,0
50,F,4,luxury,16480,0,2506,0,744,urban,0
68,F,10,sports,12694,0,7146,0,726,rural,0
44,F,2,sedan,9140,4,6203,0,724,rural,1
36,F,8,sports,19057,0,6270,0,546,suburban,1
73,M,2,sedan,8656,0,5005,1,674,urban,0
23,M,4,suv,15099,2,9582,0,691,rural,1
18,M,7,sedan,6686,1,9335,1,818,urban,0
51,F,3,suv,5965,0,24134,1,774,suburban,0
37,F,6,sedan,16751,0,681,0,673,suburban,0
29,F,10,suv,1347,0,3717,0,715,rural,0
55,M,5,sports,5203,1,21857,0,660,urban,0
48,M,4,truck,19167,0,6086,0,675,suburban,0
36,M,4,truck,23324,0,4230,1,592,rural,0
25,F,7,truck,18324,0,579,1,666,rural,0
58,M,4,sedan,6239,1,500,1,637,suburban,1
54,M,1,truck,14618,0,1470,0,589,urban,0
43,F,4,suv,4721,1,8633,1,601,rural,1
72,M,2,sedan,10803,1,2457,1,723,suburban,0
28,M,12,sedan,8733,1,1487,0,531,suburban,0
22,M,4,sports,18980,0,500,0,689,suburban,0
34,F,7,suv,11532,0,3336,0,545,urban,0
44,M,8,suv,1000,0,4578,0,644,urban,1
48,F,6,sports,14565,0,21737,1,623,rural,1
41,F,8,luxury,10171,0,1244,2,570,suburban,0
50,M,4,sports,9833,0,1750,2,738,suburban,0
26,M,1,luxury,19013,0,710,2,575,urban,0
66,F,3,truck,12417,0,1063,1,620,suburban,0
43,F,4,truck,5086,0,7292,0,538,suburban,0
61,F,4,truck,9436,1,1925,0,785,urban,0
50,F,5,truck,9245,0,31062,1,613,suburban,0
51,F,6,sports,11250,1,948,0,850,suburban,0
53,M,7,truck,8033,0,11041,1,659,suburban,0
51,F,7,sports,12287,0,23726,1,835,suburban,0
54,M,2,suv,14189,0,3372,1,743,rural,1
64,F,6,suv,14910,1,5759,0,626,rural,0
47,M,6,sedan,13336,0,5165,0,788,suburban,0
55,F,4,suv,12610,0,3457,1,673,rural,0
43,M,6,luxury,14142,0,931,1,655,urban,0
66,M,8,luxury,19015,0,6705,0,758,rural,0
34,F,6,truck,3385,0,3268,1,555,rural,0
72,F,2,sedan,9389,0,10373,1,603,rural,0
44,M,3,sports,13200,1,15871,1,599,rural,0
23,M,9,sports,11046,0,890,0,616,suburban,0
46,M,6,sports,8077,0,4540,1,570,urban,0
34,F,8,truck,1634,0,21486,1,760,urban,0
57,F,3,sedan,16663,0,1382,1,685,suburban,0
35,F,5,suv,15475,0,3823,0,714,rural,0
38,F,9,suv,6056,1,4139,0,528,rural,0
18,M,5,truck,21261,1,7849,1,733,suburban,0
38,F,2,luxury,12805,0,3892,0,662,urban,0
18,F,7,sports,8855,1,3934,1,608,urban,0
21,F,2,luxury,5659,1,985,1,655,suburban,0
56,F,2,suv,8311,1,8071,0,703,rural,0
56,F,6,truck,10643,0,1468,0,552,rural,0
51,M,5,luxury,12111,2,9173,1,684,rural,0
30,F,7,suv,13190,1,10679,0,646,urban,0
44,M,6,truck,13562,1,886,1,584,suburban,0
44,F,5,sports,15226,0,2650,1,756,rural,0
27,F,7,sedan,9808,0,7245,3,756,suburban,0
67,F,5,suv,14222,1,679,0,689,suburban,0
58,F,5,sedan,7987,1,4157,1,734,urban,0
41,M,9,truck,12931,0,877,0,610,urban,0
45,M,7,suv,10137,1,8809,2,575,urban,0
48,F,3,sports,14333,1,10679,1,656,suburban,0
18,M,7,sports,8541,1,2743,1,803,urban,0
41,M,6,truck,6593,1,2601,2,541,suburban,0
34,F,7,sedan,11108,0,500,1,589,urban,0
29,M,3,luxury,10033,1,9377,2,611,rural,0
40,M,4,sports,12295,1,4967,0,685,rural,0
71,F,7,sedan,8075,0,5135,1,611,rural,0
54,F,8,sedan,7035,0,2745,1,645,rural,0
36,M,5,suv,6878,1,3663,3,608,suburban,0
53,F,5,luxury,4872,0,2172,0,656,urban,1
65,F,5,truck,19095,0,794,1,725,suburban,0
58,F,4,sports,10484,0,18986,0,511,rural,0
45,M,5,luxury,14236,0,1233,0,623,urban,0
35,F,5,sedan,21700,1,693,1,841,rural,0
55,F,3,luxury,3893,0,8185,1,759,urban,0
50,M,3,suv,10252,2,2422,3,563,suburban,0
58,M,3,suv,19502,2,1510,3,744,urban,0
54,M,3,sedan,10737,0,1103,1,728,urban,0
60,M,6,sedan,18111,0,7502,0,555,suburban,0
36,M,6,truck,1000,0,500,0,760,rural,0
64,F,6,sports,11050,0,5790,1,701,rural,0
47,M,5,sports,1428,0,2434,3,622,rural,0
76,F,3,luxury,12790,0,7653,0,624,urban,0
34,M,6,sports,12486,1,8878,1,539,urban,0
71,F,6,sedan,6074,0,13938,0,709,rural,1
47,F,5,luxury,11930,0,23123,0,729,suburban,0
35,M,4,sports,15645,0,529,1,747,rural,0
37,M,5,truck,15863,0,500,1,601,rural,1
40,M,6,sedan,16157,0,3395,1,654,rural,0
51,M,4,sedan,20780,1,5708,0,644,rural,0
52,M,4,sports,17672,0,2166,0,541,suburban,0
36,M,4,truck,7896,1,500,1,735,suburban,0
44,F,6,truck,11889,0,2429,1,610,rural,0
77,F,4,suv,13739,1,5263,3,710,rural,0
70,F,3,sedan,9644,1,1005,1,655,suburban,0
51,F,4,sedan,9111,2,2253,1,494,suburban,0
45,F,6,sports,15741,1,1431,1,684,suburban,0
46,M,4,sports,5323,1,596,1,635,suburban,0
54,M,3,truck,8561,0,988,0,463,rural,0
29,F,6,sedan,18092,0,3579,1,769,rural,0
41,F,6,sports,9934,0,6246,3,479,urban,0
19,M,3,truck,13161,2,2705,1,663,urban,0
50,M,3,sedan,15157,2,1390,1,700,suburban,1
54,M,2,suv,16539,0,3021,1,674,urban,0
37,M,3,sedan,9353,0,5200,0,625,suburban,0
68,F,5,suv,12875,1,1702,2,669,suburban,0
26,F,7,sedan,6713,1,6820,2,538,rural,0
23,M,3,truck,12270,0,1880,2,748,urban,0
48,M,3,sedan,5795,0,5080,2,639,suburban,0
60,F,6,sports,10862,0,500,0,605,rural,0
70,F,7,truck,13209,3,17719,1,610,rural,0
38,F,3,suv,6221,1,8090,1,646,rural,0
61,M,6,sedan,16732,2,1634,2,572,urban,1
44,F,8,suv,8221,1,5582,0,644,rural,0
